census_tract,tract_name,county_name,tangled_properties,at_risk_properties,tangled_net_equity,at_risk_net_equity,tangled_gross_positive_equity,at_risk_gross_positive_equity,tangled_gross_negative_equity,at_risk_gross_negative_equity,GEOID,intersectional_group,method_version,validated_against_paper_map,validation_date,source_pdf
24510200300,Census Tract 2003; Baltimore city; Maryland,"Baltimore city, Maryland",17,6,1122161,432596,1122161,432596,NA,NA,24510200300,Sustained disadvantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510200400,Census Tract 2004; Baltimore city; Maryland,"Baltimore city, Maryland",12,2,819740,113551,819740,113551,NA,NA,24510200400,Sustained disadvantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510200500,Census Tract 2005; Baltimore city; Maryland,"Baltimore city, Maryland",22,6,1576394,418516,1576394,418879,NA,-363,24510200500,Sustained disadvantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510200600,Census Tract 2006; Baltimore city; Maryland,"Baltimore city, Maryland",20,5,2169038,103076,2169038,152898,NA,-49822,24510200600,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510200701,Census Tract 2007.01; Baltimore city; Maryland,"Baltimore city, Maryland",44,3,4846666,387592,4898182,387592,-51516,NA,24510200701,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510200702,Census Tract 2007.02; Baltimore city; Maryland,"Baltimore city, Maryland",13,6,1618121,542840,1618121,548498,NA,-5658,24510200702,Sustained disadvantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510200800,Census Tract 2008; Baltimore city; Maryland,"Baltimore city, Maryland",2,2,212970,423675,212970,423675,NA,NA,24510200800,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510210100,Census Tract 2101; Baltimore city; Maryland,"Baltimore city, Maryland",7,5,1060946,505238,1060946,505238,NA,NA,24510210100,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510210200,Census Tract 2102; Baltimore city; Maryland,"Baltimore city, Maryland",12,3,1449104,215728,1449104,226945,NA,-11217,24510210200,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510220100,Census Tract 2201; Baltimore city; Maryland,"Baltimore city, Maryland",5,4,1602871,1078710,1602871,1078710,NA,NA,24510220100,Contemporary advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510230100,Census Tract 2301; Baltimore city; Maryland,"Baltimore city, Maryland",4,2,695318,966056,695318,966056,NA,NA,24510230100,Contemporary advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510230200,Census Tract 2302; Baltimore city; Maryland,"Baltimore city, Maryland",4,2,728193,84645,728193,84645,NA,NA,24510230200,Contemporary advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510230300,Census Tract 2303; Baltimore city; Maryland,"Baltimore city, Maryland",2,8,350814,812743,350814,1043794,NA,-231051,24510230300,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510240100,Census Tract 2401; Baltimore city; Maryland,"Baltimore city, Maryland",4,8,923926,2270764,923926,2270764,NA,NA,24510240100,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510240200,Census Tract 2402; Baltimore city; Maryland,"Baltimore city, Maryland",8,2,3455396,1108459,3455396,1108459,NA,NA,24510240200,Contemporary advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510240300,Census Tract 2403; Baltimore city; Maryland,"Baltimore city, Maryland",0,8,NA,939262,NA,999098,NA,-59836,24510240300,Contemporary advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510240400,Census Tract 2404; Baltimore city; Maryland,"Baltimore city, Maryland",6,7,1474729,1701236,1474729,1701236,NA,NA,24510240400,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510250101,Census Tract 2501.01; Baltimore city; Maryland,"Baltimore city, Maryland",10,5,1553856,574432,1562296,598285,-8440,-23853,24510250101,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510250102,Census Tract 2501.02; Baltimore city; Maryland,"Baltimore city, Maryland",5,1,572364,38951,572364,38951,NA,NA,24510250102,Contemporary advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510250103,Census Tract 2501.03; Baltimore city; Maryland,"Baltimore city, Maryland",11,4,1804153,988757,1811219,988757,-7066,NA,24510250103,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510250203,Census Tract 2502.03; Baltimore city; Maryland,"Baltimore city, Maryland",0,0,NA,NA,NA,NA,NA,NA,24510250203,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510250204,Census Tract 2502.04; Baltimore city; Maryland,"Baltimore city, Maryland",0,0,NA,NA,NA,NA,NA,NA,24510250204,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510250205,Census Tract 2502.05; Baltimore city; Maryland,"Baltimore city, Maryland",14,4,2035456,482002,2035456,482002,NA,NA,24510250205,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510250206,Census Tract 2502.06; Baltimore city; Maryland,"Baltimore city, Maryland",11,5,1230830,430045,1230830,430045,NA,NA,24510250206,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510250207,Census Tract 2502.07; Baltimore city; Maryland,"Baltimore city, Maryland",0,0,NA,NA,NA,NA,NA,NA,24510250207,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510250301,Census Tract 2503.01; Baltimore city; Maryland,"Baltimore city, Maryland",9,3,927202,273836,927202,273836,NA,NA,24510250301,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510250302,"Census Tract 2503.02, Baltimore city, Maryland","Baltimore city, Maryland",0,0,NA,NA,NA,NA,NA,NA,24510250302,NA,NA,NA,NA,NA
24510250303,Census Tract 2503.03; Baltimore city; Maryland,"Baltimore city, Maryland",11,3,826609,381083,834089,381083,-7480,NA,24510250303,Contemporary advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510250401,Census Tract 2504.01; Baltimore city; Maryland,"Baltimore city, Maryland",2,0,511489,NA,511489,NA,NA,NA,24510250401,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510250402,Census Tract 2504.02; Baltimore city; Maryland,"Baltimore city, Maryland",2,0,464442,NA,464442,NA,NA,NA,24510250402,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510250500,Census Tract 2505; Baltimore city; Maryland,"Baltimore city, Maryland",1,0,225104,NA,225104,NA,NA,NA,24510250500,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510250600,Census Tract 2506; Baltimore city; Maryland,"Baltimore city, Maryland",0,0,NA,NA,NA,NA,NA,NA,24510250600,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510260101,Census Tract 2601.01; Baltimore city; Maryland,"Baltimore city, Maryland",14,4,1737923,594706,1737923,594706,NA,NA,24510260101,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510260102,Census Tract 2601.02; Baltimore city; Maryland,"Baltimore city, Maryland",11,10,1880936,1305821,1880936,1343712,NA,-37891,24510260102,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510260201,Census Tract 2602.01; Baltimore city; Maryland,"Baltimore city, Maryland",9,4,1444268,694517,1462055,694517,-17787,NA,24510260201,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510260202,Census Tract 2602.02; Baltimore city; Maryland,"Baltimore city, Maryland",10,5,1015196,617947,1033408,617947,-18212,NA,24510260202,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510260203,Census Tract 2602.03; Baltimore city; Maryland,"Baltimore city, Maryland",5,2,822013,90350,822013,90350,NA,NA,24510260203,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510260301,Census Tract 2603.01; Baltimore city; Maryland,"Baltimore city, Maryland",13,6,1085732,746279,1091871,746279,-6139,NA,24510260301,Previous advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510260302,Census Tract 2603.02; Baltimore city; Maryland,"Baltimore city, Maryland",22,9,2548170,1179363,2553732,1179363,-5562,NA,24510260302,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510260303,Census Tract 2603.03; Baltimore city; Maryland,"Baltimore city, Maryland",0,0,NA,NA,NA,NA,NA,NA,24510260303,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510260401,Census Tract 2604.01; Baltimore city; Maryland,"Baltimore city, Maryland",0,0,NA,NA,NA,NA,NA,NA,24510260401,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510260402,Census Tract 2604.02; Baltimore city; Maryland,"Baltimore city, Maryland",3,3,432229,224489,432229,224489,NA,NA,24510260402,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510260403,Census Tract 2604.03; Baltimore city; Maryland,"Baltimore city, Maryland",0,0,NA,NA,NA,NA,NA,NA,24510260403,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510260404,Census Tract 2604.04; Baltimore city; Maryland,"Baltimore city, Maryland",7,0,865518,NA,865518,NA,NA,NA,24510260404,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510260501,Census Tract 2605.01; Baltimore city; Maryland,"Baltimore city, Maryland",22,13,2986628,2035146,3006608,2035146,-19980,NA,24510260501,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510260604,Census Tract 2606.04; Baltimore city; Maryland,"Baltimore city, Maryland",0,1,NA,152659,NA,152659,NA,NA,24510260604,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510260605,Census Tract 2606.05; Baltimore city; Maryland,"Baltimore city, Maryland",6,4,936814,446723,936814,446723,NA,NA,24510260605,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510260700,Census Tract 2607; Baltimore city; Maryland,"Baltimore city, Maryland",8,9,1339984,1579032,1339984,1579032,NA,NA,24510260700,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510260800,Census Tract 2608; Baltimore city; Maryland,"Baltimore city, Maryland",9,1,1165278,192655,1187547,192655,-22269,NA,24510260800,Contemporary advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510260900,Census Tract 2609; Baltimore city; Maryland,"Baltimore city, Maryland",9,13,1854761,1644068,1854761,1815088,NA,-171020,24510260900,Contemporary advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510261000,Census Tract 2610; Baltimore city; Maryland,"Baltimore city, Maryland",10,3,1032831,581447,1032831,581447,NA,NA,24510261000,Contemporary advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510261100,Census Tract 2611; Baltimore city; Maryland,"Baltimore city, Maryland",3,3,861070,611889,861070,611889,NA,NA,24510261100,Contemporary advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270101,Census Tract 2701.01; Baltimore city; Maryland,"Baltimore city, Maryland",3,1,344958,257659,344958,257659,NA,NA,24510270101,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270102,Census Tract 2701.02; Baltimore city; Maryland,"Baltimore city, Maryland",7,10,895288,1394201,915722,1416948,-20434,-22747,24510270102,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270200,Census Tract 2702; Baltimore city; Maryland,"Baltimore city, Maryland",3,1,773935,2690,773935,2690,NA,NA,24510270200,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270301,Census Tract 2703.01; Baltimore city; Maryland,"Baltimore city, Maryland",14,7,2829442,1248880,2829442,1248880,NA,NA,24510270301,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270302,Census Tract 2703.02; Baltimore city; Maryland,"Baltimore city, Maryland",3,4,516572,426770,516572,426770,NA,NA,24510270302,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270401,Census Tract 2704.01; Baltimore city; Maryland,"Baltimore city, Maryland",9,8,1275795,1068159,1525179,1068159,-249384,NA,24510270401,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270402,Census Tract 2704.02; Baltimore city; Maryland,"Baltimore city, Maryland",10,5,1856570,857192,1856570,857192,NA,NA,24510270402,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270501,Census Tract 2705.01; Baltimore city; Maryland,"Baltimore city, Maryland",3,2,441316,217111,467739,217111,-26423,NA,24510270501,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270502,Census Tract 2705.02; Baltimore city; Maryland,"Baltimore city, Maryland",13,10,2288322,1727470,2288322,1727470,NA,NA,24510270502,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270600,Census Tract 2706; Baltimore city; Maryland,"Baltimore city, Maryland",12,6,1514667,1092619,1533459,1092619,-18792,NA,24510270600,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270701,Census Tract 2707.01; Baltimore city; Maryland,"Baltimore city, Maryland",0,0,NA,NA,NA,NA,NA,NA,24510270701,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270702,Census Tract 2707.02; Baltimore city; Maryland,"Baltimore city, Maryland",1,3,234078,317414,234078,317414,NA,NA,24510270702,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270703,Census Tract 2707.03; Baltimore city; Maryland,"Baltimore city, Maryland",0,1,NA,328720,NA,328720,NA,NA,24510270703,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270801,Census Tract 2708.01; Baltimore city; Maryland,"Baltimore city, Maryland",14,3,1906603,531221,1906603,531221,NA,NA,24510270801,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270802,Census Tract 2708.02; Baltimore city; Maryland,"Baltimore city, Maryland",15,3,2107004,501240,2110336,501240,-3332,NA,24510270802,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270803,Census Tract 2708.03; Baltimore city; Maryland,"Baltimore city, Maryland",10,6,1303841,981831,1303841,981831,NA,NA,24510270803,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270804,Census Tract 2708.04; Baltimore city; Maryland,"Baltimore city, Maryland",8,4,2687894,908450,2687894,908450,NA,NA,24510270804,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270805,Census Tract 2708.05; Baltimore city; Maryland,"Baltimore city, Maryland",32,18,5024508,2725975,5024508,2744686,NA,-18711,24510270805,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270901,Census Tract 2709.01; Baltimore city; Maryland,"Baltimore city, Maryland",24,5,3443399,521113,3488704,526249,-45305,-5136,24510270901,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270902,Census Tract 2709.02; Baltimore city; Maryland,"Baltimore city, Maryland",16,3,2105931,329593,2105931,329593,NA,NA,24510270902,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510270903,Census Tract 2709.03; Baltimore city; Maryland,"Baltimore city, Maryland",19,3,3630434,354375,3630434,354375,NA,NA,24510270903,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510271001,Census Tract 2710.01; Baltimore city; Maryland,"Baltimore city, Maryland",14,0,2058756,NA,2058756,NA,NA,NA,24510271001,Previous advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510271002,Census Tract 2710.02; Baltimore city; Maryland,"Baltimore city, Maryland",22,3,3296602,334771,3337583,334771,-40981,NA,24510271002,Previous advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510271101,Census Tract 2711.01; Baltimore city; Maryland,"Baltimore city, Maryland",6,6,939929,824314,939929,824314,NA,NA,24510271101,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510271102,Census Tract 2711.02; Baltimore city; Maryland,"Baltimore city, Maryland",2,7,1909586,3556019,1909586,3556019,NA,NA,24510271102,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510271200,Census Tract 2712; Baltimore city; Maryland,"Baltimore city, Maryland",15,15,6895178,6493601,6895178,6493601,NA,NA,24510271200,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510271300,Census Tract 2713; Baltimore city; Maryland,"Baltimore city, Maryland",6,6,3748293,4026757,3748293,4026757,NA,NA,24510271300,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510271400,Census Tract 2714; Baltimore city; Maryland,"Baltimore city, Maryland",8,11,2735862,6270998,2735862,6270998,NA,NA,24510271400,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510271501,Census Tract 2715.01; Baltimore city; Maryland,"Baltimore city, Maryland",17,5,6689896,2061034,6689896,2061034,NA,NA,24510271501,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510271503,Census Tract 2715.03; Baltimore city; Maryland,"Baltimore city, Maryland",2,2,225192,431119,225192,431119,NA,NA,24510271503,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510271600,Census Tract 2716; Baltimore city; Maryland,"Baltimore city, Maryland",20,2,3074033,378398,3074033,378398,NA,NA,24510271600,Sustained disadvantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510271700,Census Tract 2717; Baltimore city; Maryland,"Baltimore city, Maryland",44,2,5187218,238154,5195089,238154,-7871,NA,24510271700,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510271801,Census Tract 2718.01; Baltimore city; Maryland,"Baltimore city, Maryland",33,6,4472478,751398,4472478,751398,NA,NA,24510271801,Previous advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510271802,Census Tract 2718.02; Baltimore city; Maryland,"Baltimore city, Maryland",15,3,1648328,240172,1686725,240172,-38397,NA,24510271802,Sustained disadvantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510271900,Census Tract 2719; Baltimore city; Maryland,"Baltimore city, Maryland",28,7,5493213,1739256,5493213,1739256,NA,NA,24510271900,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510272001,"Census Tract 2720.01, Baltimore city, Maryland","Baltimore city, Maryland",0,0,NA,NA,NA,NA,NA,NA,24510272001,NA,NA,NA,NA,NA
24510272002,"Census Tract 2720.02, Baltimore city, Maryland","Baltimore city, Maryland",0,0,NA,NA,NA,NA,NA,NA,24510272002,NA,NA,NA,NA,NA
24510272003,Census Tract 2720.03; Baltimore city; Maryland,"Baltimore city, Maryland",17,7,5782297,1223427,5782297,1223427,NA,NA,24510272003,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510272004,Census Tract 2720.04; Baltimore city; Maryland,"Baltimore city, Maryland",4,3,1462609,654826,1462609,667255,NA,-12429,24510272004,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510272005,Census Tract 2720.05; Baltimore city; Maryland,"Baltimore city, Maryland",2,9,795815,1653229,795815,1653229,NA,NA,24510272005,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510272006,Census Tract 2720.06; Baltimore city; Maryland,"Baltimore city, Maryland",13,5,2894026,1124315,2894026,1124315,NA,NA,24510272006,Previous advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510272007,Census Tract 2720.07; Baltimore city; Maryland,"Baltimore city, Maryland",3,2,436954,245307,436954,245307,NA,NA,24510272007,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510280101,Census Tract 2801.01; Baltimore city; Maryland,"Baltimore city, Maryland",21,5,2643634,683160,2643634,683160,NA,NA,24510280101,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510280102,Census Tract 2801.02; Baltimore city; Maryland,"Baltimore city, Maryland",10,3,1625880,324233,1625880,324233,NA,NA,24510280102,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510280200,Census Tract 2802; Baltimore city; Maryland,"Baltimore city, Maryland",1,1,253439,323741,253439,323741,NA,NA,24510280200,Sustained advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510280301,Census Tract 2803.01; Baltimore city; Maryland,"Baltimore city, Maryland",2,3,591234,889041,591234,889041,NA,NA,24510280301,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510280302,Census Tract 2803.02; Baltimore city; Maryland,"Baltimore city, Maryland",9,0,1497931,NA,1497931,NA,NA,NA,24510280302,Previous advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510280401,Census Tract 2804.01; Baltimore city; Maryland,"Baltimore city, Maryland",13,9,2532390,1294219,2532390,1299077,NA,-4858,24510280401,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510280402,Census Tract 2804.02; Baltimore city; Maryland,"Baltimore city, Maryland",32,3,4818300,537936,4818300,537936,NA,NA,24510280402,Previous advantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510280403,Census Tract 2804.03; Baltimore city; Maryland,"Baltimore city, Maryland",8,6,1530600,502420,1530600,502420,NA,NA,24510280403,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510280404,Census Tract 2804.04; Baltimore city; Maryland,"Baltimore city, Maryland",8,3,1373673,454386,1373673,454386,NA,NA,24510280404,Excluded from analysis,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510280500,Census Tract 2805; Baltimore city; Maryland,"Baltimore city, Maryland",0,0,NA,NA,NA,NA,NA,NA,24510280500,Sustained disadvantage,uzzi2023_reproduction,TRUE,2026-05-05,analysis/20260427uzzi_category_match/85.full.pdf
24510280600,Census Tract 2806; Baltimore city; Maryland,"Baltimore city, Maryland",9,1,1293915,175472,1293915,175472,NA,NA,24510280600,NA,NA,NA,NA,NA
24003750201,Census Tract 7502.01; Anne Arundel County; Maryland,"Anne Arundel County, Maryland",2,4,615931,1107018,615931,1107018,NA,NA,24003750201,NA,NA,NA,NA,NA
24005400100,Census Tract 4001; Baltimore County; Maryland,"Baltimore County, Maryland",1,0,323226,NA,323226,NA,NA,NA,24005400100,NA,NA,NA,NA,NA
24005400600,Census Tract 4006; Baltimore County; Maryland,"Baltimore County, Maryland",0,1,NA,140649,NA,140649,NA,NA,24005400600,NA,NA,NA,NA,NA
24005400702,Census Tract 4007.02; Baltimore County; Maryland,"Baltimore County, Maryland",4,4,787958,551671,787958,551671,NA,NA,24005400702,NA,NA,NA,NA,NA
24005400800,Census Tract 4008; Baltimore County; Maryland,"Baltimore County, Maryland",0,1,NA,34900,NA,34900,NA,NA,24005400800,NA,NA,NA,NA,NA
24005400900,Census Tract 4009; Baltimore County; Maryland,"Baltimore County, Maryland",0,2,NA,47300,NA,47300,NA,NA,24005400900,NA,NA,NA,NA,NA
24005401000,Census Tract 4010; Baltimore County; Maryland,"Baltimore County, Maryland",0,1,NA,2800,NA,2800,NA,NA,24005401000,NA,NA,NA,NA,NA
24005401101,Census Tract 4011.01; Baltimore County; Maryland,"Baltimore County, Maryland",5,0,227300,NA,227300,NA,NA,NA,24005401101,NA,NA,NA,NA,NA
24005401301,Census Tract 4013.01; Baltimore County; Maryland,"Baltimore County, Maryland",1,1,1767,1333,1767,1333,NA,NA,24005401301,NA,NA,NA,NA,NA
