GEOID,households_total,white_nonhisp_100k_plus,black_hh_income_lt25k,black_pop_below_poverty,total_population,ice_income_households,ice_poverty_mixed,source,nonfatal_shooting_rate,vacant_housing_pct,college_educated_pct,black_residents_pct,median_household_income
24510250401,1218,103,138,284,3959,-0.028735632183908046,-0.04571861581207375,acs5_2019_tract,NA,23.154574132492115,11.106899166034875,23.793887345289214,47321
24510080700,251,0,70,89,604,-0.2788844621513944,-0.14735099337748345,acs5_2019_tract,NA,62.59314456035767,32.096069868995635,95.86092715231788,39851
24510130805,577,12,202,145,1017,-0.3292894280762565,-0.13077679449360866,acs5_2019_tract,NA,4.152823920265781,35.44018058690745,74.33628318584071,51750
24510210100,969,114,148,298,2470,-0.03508771929824561,-0.07449392712550608,acs5_2019_tract,NA,16.966580976863753,52.05183585313175,64.12955465587045,72216
24510270701,1144,0,404,374,2106,-0.3531468531468531,-0.17758784425451093,acs5_2019_tract,NA,12,18.89372280919826,95.2991452991453,36824
24510080600,803,0,303,414,1932,-0.37733499377334995,-0.21428571428571427,acs5_2019_tract,NA,42.021660649819495,15.507246376811594,90.89026915113871,34449
24510090400,625,14,182,380,1520,-0.2688,-0.24078947368421053,acs5_2019_tract,NA,22.55266418835192,16.775599128540303,78.09210526315789,32276
24510090700,1080,0,462,670,2950,-0.42777777777777776,-0.2271186440677966,acs5_2019_tract,NA,26.680244399185337,12.229539040451552,95.22033898305085,27174
24510120300,1600,336,303,518,4153,0.020625,-0.04382374187334457,acs5_2019_tract,NA,14.11701556629093,50.89820359281437,46.32795569467854,56750
24510120600,1636,120,432,345,2814,-0.19070904645476772,-0.07995735607675906,acs5_2019_tract,NA,14.210802307288935,41.488020176544765,41.86211798152097,31285
24510140200,826,12,439,1691,2906,-0.5169491525423728,-0.5777701307639367,acs5_2019_tract,NA,37.660377358490564,8.753315649867375,95.5264969029594,23295
24510150200,742,0,294,906,2330,-0.39622641509433965,-0.3888412017167382,acs5_2019_tract,NA,49.247606019151846,8.222811671087532,95.53648068669528,32273
24510150600,1026,0,486,1110,2726,-0.47368421052631576,-0.40719002201027144,acs5_2019_tract,NA,36.86153846153846,5.617382087970324,95.70799706529714,27109
24510160500,1379,0,490,1131,3934,-0.3553299492385787,-0.2874936451448907,acs5_2019_tract,NA,28.807434176561692,3.1382228490832156,98.932384341637,36577
