GEOID,households_total,white_nonhisp_100k_plus,black_hh_income_lt25k,black_pop_below_poverty,total_population,ice_income_households,ice_poverty_mixed,source,nonfatal_shooting_rate,vacant_housing_pct,college_educated_pct,black_residents_pct,median_household_income
24510151000,1741,20,546,1006,4794,-0.30212521539345205,-0.20567375886524822,acs5_2019_tract,NA,25.82019599488709,15.467820443482964,92.4697538589904,43257
24510151200,1650,0,920,1443,4113,-0.5575757575757576,-0.35083880379285193,acs5_2019_tract,NA,21.391138637446403,12.28516868236792,92.77899343544858,20717
24510160100,895,19,374,558,1936,-0.39664804469273746,-0.2784090909090909,acs5_2019_tract,NA,43.10235219326128,9.008379888268156,93.64669421487604,29375
24510210200,1344,128,307,778,3529,-0.1331845238095238,-0.18418815528478322,acs5_2019_tract,NA,22.401847575057737,26.744639376218323,49.98583168036271,45909
24510240300,1012,465,7,3,1977,0.4525691699604743,0.2336874051593323,acs5_2019_tract,NA,8.499095840867993,75.86206896551724,2.9337379868487607,128900
24510260203,1032,0,224,709,3070,-0.21705426356589147,-0.23094462540716612,acs5_2019_tract,NA,4.972375690607735,15.092453773113442,90.55374592833876,53194
24510260604,496,0,192,594,1492,-0.3870967741935484,-0.39812332439678283,acs5_2019_tract,NA,24.27480916030534,11.737804878048781,79.62466487935657,27778
24510270200,713,133,34,53,1870,0.1388499298737728,0.0427807486631016,acs5_2019_tract,NA,9.40279542566709,51.642857142857146,46.20320855614973,77792
24510040100,3084,329,181,60,5051,0.04798962386511025,0.05325678083547812,acs5_2019_tract,NA,14.214186369958275,80.73115003808073,30.330627598495347,64016
24510040200,261,16,41,24,984,-0.09578544061302682,-0.008130081300813009,acs5_2019_tract,NA,32.03125,68.86363636363636,34.34959349593496,43417
24510060200,1083,246,78,567,3037,0.15512465373961218,-0.10569641093184064,acs5_2019_tract,NA,24.424284717376135,42.972459639126306,42.73954560421468,69034
24510090500,677,22,146,301,1747,-0.1831610044313146,-0.15970234688036633,acs5_2019_tract,NA,20.539906103286384,21.044176706827308,67.37263880938752,44229
24510090800,936,0,386,944,2709,-0.41239316239316237,-0.34846806939830194,acs5_2019_tract,NA,36.19631901840491,14.618299945858148,95.34883720930233,30972
24510120100,2351,687,18,53,4787,0.28455976180348785,0.13244203049926886,acs5_2019_tract,NA,5.88470776621297,83.56126151269885,11.405890954668894,64794
24510150701,587,12,160,303,1599,-0.252129471890971,-0.18198874296435272,acs5_2019_tract,NA,28.501827040194883,23.740392826643895,93.37085678549093,49531
24510150300,606,0,160,396,2079,-0.264026402640264,-0.19047619047619047,acs5_2019_tract,NA,41.16504854368932,2.4437299035369775,98.02789802789803,41833
24510150702,796,0,212,478,2139,-0.2663316582914573,-0.22346891070593736,acs5_2019_tract,NA,29.929577464788732,24.66091245376079,95.32491818606826,50167
24510151100,2711,23,537,1319,7440,-0.18959793434157138,-0.17419354838709677,acs5_2019_tract,NA,12.49193027759845,18.36130306021718,95.98118279569893,52334
24510151300,1507,0,539,1008,4379,-0.35766423357664234,-0.23018954099109384,acs5_2019_tract,NA,29.678021465235652,12.962962962962964,85.72733500799269,31885
24510190100,841,0,388,1060,2305,-0.46135552913198574,-0.4598698481561822,acs5_2019_tract,NA,31.2346688470973,7.37294201861131,90.19522776572668,25190
24510190200,679,39,200,207,1538,-0.23711340206185566,-0.10923276983094929,acs5_2019_tract,NA,39.644444444444446,29.136029411764707,49.86996098829649,43878
24510220100,2255,728,136,70,4447,0.26252771618625276,0.14796492017090174,acs5_2019_tract,NA,7.20164609053498,75.65193521822674,10.591409939284912,80129
24510230300,725,320,0,34,1408,0.4413793103448276,0.203125,acs5_2019_tract,NA,7.525510204081633,75.45909849749583,7.173295454545454,104250
24510250207,835,0,207,609,2337,-0.24790419161676647,-0.2605905006418485,acs5_2019_tract,NA,12.839248434237996,15.202231520223153,85.57980316645272,38194
24510250303,808,103,98,263,2229,0.006188118811881188,-0.07178106774338268,acs5_2019_tract,NA,14.767932489451477,12.964169381107492,29.161058770749214,38519
24510260202,2342,0,373,832,5681,-0.159265584970111,-0.14645308924485126,acs5_2019_tract,NA,16.087423862414905,8.31578947368421,92.78296074634747,41538
